34.8787,39.2635,0.0,0.0,8.77469,0.0,0.0,0.0,0.0,0.0,0.0,15.2118,0.0,0.0,24.3945,0.0,34.8515,9.11499,34.0021,0.0,0.0,0.0,4.92006,0.0,63.3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3099,0.0,0.0,0.0,0.0,0.0,0.0,7.32843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52991,4.26027,64.5188,0.0,26.0862,0.0,0.0,0.0,1.90832,32.0843,3.42804,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,14.7211,34.54,0.0,0.0,0.0,0.0,0.0,11.0466,0.0,0.0,0.0,0.0,0.0,48.3918,0.0,4.993,0.0,0.0,0.0,0.0,3.28776,6.72179,38.2166,0.0,0.0,0.0,11.9058,0.0,0.0,59.9932,0.0,0.0,18.7934,0.0,0.0,0.0,31.6149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9088,10.1268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5184,0.0,0.0,0.0,9
6.51985,0.0,0.0,0.0,2.17094,19.2911,0.0,0.0,0.0,0.0,0.0,1.67241,0.0,0.0,0.0,0.0,0.0,22.9665,0.0,10.0616,0.0,0.0,12.655,0.0,8.39913,1.15373,31.0846,17.3011,0.0,0.0,1.58449,0.0,0.0,27.7725,0.0,0.0,20.8937,3.4015,0.0,0.0,17.1802,0.562998,0.0,0.0,0.0,0.0,0.0,10.5615,0.0,0.0,0.0,3.71813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1191,0.0,7.45121,0.593352,9
0.0,0.0,0.0,0.0,0.0,30.6308,0.0,0.0,0.0,0.0,0.0,33.7771,0.0,0.0,34.443,0.0,0.0,35.5828,0.0,32.7343,0.0,0.0,0.0,0.0,32.6081,56.2605,30.1002,0.0,24.1116,0.0,0.0,0.0,0.0,15.2236,0.0,0.0,0.0,0.0,0.0,0.0,13.8775,0.0,0.0,0.0,0.0,0.0,0.0,9.42842,0.0,0.0,0.0,23.4187,26.343,0.0,0.0,0.0,1.67602,0.0,0.0,0.0,38.8258,0.0,0.835269,0.0,1
57.8113,0.0,0.0,0.0,0.0,4.93657,0.0,0.0,0.0,55.8931,0.0,0.0,0.0,0.0,0.0,0.0,3.11879,0.0,0.0,0.0,8.66544,0.0,0.0,0.0,0.0,0.0,12.7545,0.0,0.0,0.0,16.4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4531,0.0,0.0,0.0,0.0,0.0,0.0,0.64681,0.0,0.0,0.0,4.52733,2.76978,0.0,57.2995,0.0,0.0,0.0,0.0,0.0,79.5602,0.0,0.0,0.0,7
3.49938,2.61916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555958,7.36599,17.0751,0.0,0.0,0.977207,0.0,9.11387,0.0,34.7989,0.0,12.0159,0.0,0.0,0.0,15.5909,0.0,0.0,8.86593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13371,0.0,0.0,0.507222,0.0,0.0,0.0,20.3451,0.0,0.0,12.0546,0.0,1.62909,0.0,27.7824,0.0,0.0,0.0,0.0,0.0,30.5346,0.0,0.0,0.0,7
22.3893,13.5662,0.0,0.0,12.9763,38.9517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8286,0.0,17.866,0.0,0.0,0.0,0.0,0.0,4.07014,0.0,57.5825,0.0,0.0,0.0,0.0382739,0.0,0.0,3.14966,0.0,0.0,30.9337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94809,0.0,0.0,26.1219,2.69489,14.5729,0.0,0.0,0.0,0.0,1.28245,0.0,0.0,0.0,0.0,0.0,0.0,2
7.51123,0.0,0.0,0.0,0.0,0.0,0.0,11.5391,0.0,11.5477,0.0,0.0,0.0,0.0,11.3883,0.0,0.0,0.0,0.0,0.0,19.2751,0.0,0.0,0.0,0.0,16.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42349,0.0,0.0,0.0,26.6993,6.84729,0.0,0.0,0.0,0.0,31.3478,0.0,3.12654,0.0,7
15.7509,10.9178,0.0,0.0,33.2407,0.0,0.0,36.89,0.0,0.0,0.0,0.0,0.0,0.0,1.47987,0.0,14.6738,0.0,9.03672,0.0,23.6519,0.0,0.0,0.0,2.48198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62173,0.0,1.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3513,8.69573,0.0,50.2916,0.0,7.94595,0.0,4.97844,16.1115,0.0,0.0,0.0,24.3273,0.0,2.73935,0.0,0.0,4
16.4357,0.0,0.0,0.0,0.0,18.2318,0.0,6.32776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0904,0.0,0.0,0.0,43.4198,0.0,0.0,22.2632,0.0,0.0,17.4751,0.0,0.0,0.0,5.43651,0.0,0.0,0.0,0.0,0.0,0.0,7.64453,0.0,0.0,9.32791,0.0,6.21997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0296,6.61767,0.0,11.4494,2
